"Banco de México"

"CPI Consumer Price Index and UDIS"
""

"Date: 03/30/2018 10:51:28"

"Important announcement: Some time series have been changed, please review the metadata for the time series."

"Title","CONSUMER PRICE INDEX (INPC)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Education (tuitions)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Energy","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Fruits and Vegetables","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Meat and Eggs","Índice Nacional de Precios al consumidor Agricultural, Incidence monthly","Índice Nacional de Precios al consumidor Fruits and vegetables, Incidence monthly","Índice Nacional de Precios al consumidor Meat and eggs, Incidence monthly","Índice Nacional de Precios al consumidor Administered, Incidence monthly","Índice Nacional de Precios al consumidor Education (tutions), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Foods, Beverage and Tobacco","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Housing","Índice Nacional de Precios al consumidor Processed foods, beverage and tobacco, Incidence monthly","Índice Nacional de Precios al consumidor Housing (shelter), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Non Food Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Services","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Other Services","Core and complementary subindexes, Consumer price index (INPC), Non-Core","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Prices Approved by Government","","","","","","","",""
09/01/2015,116.809000000000,127.885948889900,123.605786938400,122.068158375100,105.594972187600,144.618977718000,N/E,N/E,N/E,N/E,N/E,124.537182897600,110.305055903500,N/E,N/E,114.740128856000,117.841631066800,112.811360850500,112.209998950500,111.021269946300,123.673737607300,121.253639709700,119.455658964500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2015,117.410000000000,127.942387800900,123.618302895000,126.090321046100,106.308049919100,144.187310387400,N/E,N/E,N/E,N/E,N/E,125.032108625700,110.427717497200,N/E,N/E,115.028633133900,118.254095051100,113.161948444700,112.399111014100,111.330610149800,125.345251790500,123.903825933100,119.755596590100,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2015,118.051000000000,128.497154848200,123.618392149900,132.336565279500,108.304375242200,143.671050624100,N/E,N/E,N/E,N/E,N/E,125.377095779600,110.627179727200,N/E,N/E,115.069086315100,118.472664094900,113.285688023400,112.296899691400,110.878028252700,128.040730348700,127.896987492600,119.890348546500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2015,118.532000000000,131.489796247600,123.622900970500,131.771857801100,114.791605184000,144.069408649200,N/E,N/E,N/E,N/E,N/E,125.807737320600,110.828851431400,N/E,N/E,115.421155680600,118.724309210300,113.403067556800,112.729254318200,111.676007603700,128.958002662100,127.559836018600,119.942664723700,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2016,118.984000000000,135.019871720500,124.182180535300,130.741329081000,122.806965440000,144.269344893800,N/E,N/E,N/E,N/E,N/E,126.274053220300,111.102173220200,N/E,N/E,115.643894312400,119.029696146100,113.587735567300,112.885712419600,111.595076175900,130.195669048500,127.412124257500,121.302011790500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2016,119.505000000000,137.409627242200,124.450406572400,130.425014361400,126.235180009600,145.890064902100,N/E,N/E,N/E,N/E,N/E,126.622453157700,111.366343352000,N/E,N/E,116.058502033100,119.606611385200,114.335994965100,113.170165396100,111.905620772000,131.079006055800,127.385155429100,121.768913836100,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2016,119.681000000000,136.034821839300,124.463921838700,130.054314656300,122.651178243600,146.155954477500,N/E,N/E,N/E,N/E,N/E,127.043146947400,111.630138763600,N/E,N/E,116.474229171800,120.015870910200,114.736648893700,113.590904807800,112.607565377400,130.433570250600,127.180241532500,121.847609394200,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2016,119.302000000000,134.145342492200,124.485120353600,126.236682065500,116.964418925200,147.087181396600,N/E,N/E,N/E,N/E,N/E,127.519588390800,111.853173610600,N/E,N/E,116.731090258600,120.514411073000,115.251726650800,113.654108146900,112.512016442100,127.883009187700,124.227161865600,120.379859263300,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2016,118.770000000000,133.117885343100,124.545338224100,119.443154330600,113.682433474000,147.734558028200,N/E,N/E,N/E,N/E,N/E,128.089099461600,112.070778290600,N/E,N/E,116.980599380600,120.822772180100,115.364202935700,113.856383787200,112.737623716700,124.674859387700,119.696614934300,119.726421580700,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2016,118.901000000000,131.229383095400,124.670241918900,120.078691137300,111.108451604000,146.353299620000,N/E,N/E,N/E,N/E,N/E,128.542281748700,112.294212752600,N/E,N/E,117.278155959900,121.151030609600,115.598744573000,114.129232216600,113.104488549100,124.237825402500,120.137109180400,119.832585935600,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2016,119.211000000000,130.217419556400,124.880266148300,121.390326764900,109.561382113800,145.737887183700,N/E,N/E,N/E,N/E,N/E,128.642079689000,112.524209849300,N/E,N/E,117.478372248400,121.192976653700,115.597298670500,114.456122238900,113.567328422400,124.924318321300,121.851692532600,122.229046490500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2016,119.547000000000,130.673950787500,126.028888229000,122.737869331500,110.855752892700,145.572101911500,N/E,N/E,N/E,N/E,N/E,128.735685581000,112.692290393800,N/E,N/E,117.700973946500,121.663505221100,116.350484596400,114.480076300000,113.122912044900,125.645854946300,122.734274298100,122.315184823300,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2016,120.277000000000,134.719642706400,128.883791307000,122.115700268500,117.762754471700,147.495645110300,N/E,N/E,N/E,N/E,N/E,129.591361137500,112.860813001500,N/E,N/E,118.261570773000,122.457953247900,117.098953966200,114.853162162000,113.019789324400,126.954338566300,122.388397968900,122.441976645100,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2016,121.007000000000,134.658352671500,128.887399970400,127.372594344200,117.744142212500,147.402549262100,N/E,N/E,N/E,N/E,N/E,130.245586264200,113.064758414200,N/E,N/E,118.592225868800,122.953480165400,117.475421128800,115.051642650100,113.266899091700,129.047022725100,125.786164550800,122.655636899600,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2016,121.953000000000,135.640058174000,128.887399970400,134.676331592100,119.337554594700,147.930716754300,N/E,N/E,N/E,N/E,N/E,130.643919641200,113.263403632500,N/E,N/E,118.858383079600,123.107780613900,117.446685777300,115.407275721500,113.889370253700,132.319187878400,130.447190062500,122.791088392400,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2016,122.515000000000,136.951104603900,128.887399970400,134.964178522200,119.736543419600,149.921479956700,N/E,N/E,N/E,N/E,N/E,131.348866974900,113.504858583400,N/E,N/E,119.388603240700,123.533988020500,117.663807290200,116.020583317100,115.070712884200,132.989647600500,130.730857703600,123.066669478400,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2017,124.598000000000,135.742224085600,129.513315632400,152.065711560000,115.431319533300,151.013051299500,N/E,N/E,N/E,N/E,N/E,132.930794906300,113.834196123400,N/E,N/E,120.079690702700,124.680098198100,118.482970708900,116.346976926300,115.310078939400,139.829088777700,142.445724806500,125.549563381500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2017,125.318000000000,134.467725088000,129.931289857600,152.801753104600,112.091959973100,151.272067177500,N/E,N/E,N/E,N/E,N/E,134.261847440600,114.203276745400,N/E,N/E,120.997376980900,126.057851879000,119.895649540400,116.895837917800,116.087159886600,139.872925677200,143.287056413100,126.567745854000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2017,126.087000000000,137.420000937000,129.946921856500,152.283986490400,118.603371375600,151.582021501500,N/E,N/E,N/E,N/E,N/E,135.289959841800,114.486815588100,N/E,N/E,121.690338209500,127.036639857300,120.837372713000,117.359609041200,116.868410358200,140.899431784300,143.149742920900,127.080152573600,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2017,126.242000000000,139.993703637600,129.959203931300,146.285568806300,122.785573004700,152.963124667100,N/E,N/E,N/E,N/E,N/E,136.157442251100,114.703880508700,N/E,N/E,122.237676568300,127.804556167300,121.530558404600,117.730071965000,117.502590683700,139.711992054000,139.685994984200,127.953572369800,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2017,126.091000000000,141.682057620500,130.029020404100,138.656634869400,125.441837025200,153.934010597500,N/E,N/E,N/E,N/E,N/E,136.777257296600,114.940912338600,N/E,N/E,122.574117569400,128.417274046400,122.137908640600,117.845114711700,117.500132069600,137.894821983200,135.746487043600,130.323469832700,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2017,126.408000000000,142.281800852800,130.115722431100,138.328968903200,126.322591152900,154.325590923700,N/E,N/E,N/E,N/E,N/E,137.416628498600,115.183584450200,N/E,N/E,122.947198845900,128.823479327600,122.369209962500,118.191517576600,118.029731384500,138.018425727200,135.582206098700,130.438564590800,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2017,126.886000000000,145.820984120700,130.274978546700,137.252858616200,133.513236007500,155.154551117100,N/E,N/E,N/E,N/E,N/E,137.969585281400,115.407016339800,N/E,N/E,123.276537095700,128.974615219000,122.218969423800,118.663440641200,118.854041164600,139.005461839300,135.026491813000,130.772796299900,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2017,127.513000000000,148.825738074800,131.861222275800,138.354425830300,139.482871535100,155.958846841700,N/E,N/E,N/E,N/E,N/E,138.483838286200,115.647403929000,N/E,N/E,123.589504308600,129.584355513800,122.900280563400,118.738604196700,118.330215256600,140.703626434100,135.936067624700,131.351670860000,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2017,127.912000000000,148.732901401700,134.985159353200,140.753625499000,138.916370663300,156.218038406300,N/E,N/E,N/E,N/E,N/E,138.723423220400,115.839824921500,N/E,N/E,123.938301713900,130.011476393500,123.468022059300,119.024533932000,117.921859398800,141.274035139000,136.908257008200,129.885340063700,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2017,128.717000000000,145.935098341300,134.992680028200,148.179704393300,133.295866823200,155.515249728900,N/E,N/E,N/E,N/E,N/E,139.014632736600,116.063312808500,N/E,N/E,124.251212553800,130.291705749500,123.739995825800,119.363492446000,118.476607623800,143.760691105400,142.594004421300,132.582013023400,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2017,130.044000000000,147.629538875400,134.992680028100,157.623564746000,137.129456949800,155.621473441600,N/E,N/E,N/E,N/E,N/E,139.580185172000,116.303680152400,N/E,N/E,124.679001028700,130.729058118100,124.081166275700,119.783449131700,119.205486453900,148.161774606200,148.636860645200,132.800590123500,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2017,130.813000000000,150.305794815800,134.992680028100,158.838690929400,142.009924161500,156.662377305700,N/E,N/E,N/E,N/E,N/E,140.305302849700,116.513853788000,N/E,N/E,125.201369722400,131.151467060000,124.276513011700,120.385662481700,120.394167023600,149.774445385600,149.607845304300,133.351670681100,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2018,131.508000000000,150.349824246200,135.592412755700,162.712025763600,139.264814906300,158.780043398000,N/E,N/E,N/E,N/E,N/E,141.568000887900,116.819606365900,N/E,N/E,125.556629588500,131.883371713000,124.610269516500,120.439134551500,120.025708927800,151.630140207500,152.561318112800,134.725425475200,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2018,132.009000000000,147.500444157400,136.202056392000,165.274901113700,129.461860586700,161.096704968000,N/E,N/E,N/E,N/E,N/E,142.270653686600,117.118839363700,N/E,N/E,126.169606864100,132.591389715200,125.322259680400,120.975749340900,120.794941809900,151.749856152400,154.477136990500,135.530571048900,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E

